trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
2020-05-25 17:50,3.4471E+14,"fraud_Koss, Hansen and Lueilwitz",home,123.39,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,fffd961e37c6b97c73526ac4d7280d18,1369504219,27.087477,-81.530784
2019-03-24 17:41,4.65388E+15,fraud_Friesen-Ortiz,personal_care,2.89,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,fffd7d172e07ddf06596355ca3b553c3,1332610887,36.80553,-85.861513
2020-05-13 15:38,4.46446E+12,"fraud_Witting, Beer and Ernser",home,75.9,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1990-01-24,fffd5785d47e093630639057d1b08ab6,1368459524,30.165663,-83.938859
2019-12-22 18:54,3.72509E+14,fraud_Cartwright PLC,kids_pets,125,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,fffd3edebfe1bedb67ff49c813ec4c7b,1356202442,42.341977,-84.385635
2019-12-23 11:04,6.30425E+11,fraud_Goodwin-Nitzsche,grocery_pos,102.28,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,fffd1c7926660d797e0a5c360a6e2afb,1356260646,39.935834,-79.664388
2020-12-17 22:33,5.54064E+15,"fraud_Brown, Homenick and Lesch",health_fitness,55.06,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985-04-04,fffd11b8fe05d281c83c6e89fde79985,1387319631,41.772822,-70.183453
2019-03-14 17:11,2.13158E+14,fraud_Ernser-Feest,home,99.27,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,fffd0f702fd7d3ac20cf1e9a6977f713,1331745094,41.923446,-109.834804
2020-12-11 16:27,6.39024E+11,"fraud_Walter, Hettinger and Kessler",personal_care,12.03,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,fffd0ad31b1dd52c45d3963f1283aee4,1386779232,44.302639,-75.854728
2020-04-01 9:10,4.837E+15,"fraud_Schultz, Simonis and Little",grocery_pos,230.9,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,fffce31df5ca8c6e86d7384df714635e,1364807418,46.762617,-86.508271
2020-05-05 17:06,3.42952E+14,fraud_Frami Group,entertainment,56.93,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,fffccaf4f7e082c7e10dbc407386234f,1367773568,42.353075,-74.014616
2019-07-06 10:21,1.80094E+14,fraud_Flatley Group,misc_pos,81.42,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,fffc59fa4d0864baa67ce97368224b78,1341570089,32.950639,-117.905561
2019-08-25 17:58,4.746E+12,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,81.71,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,fffc4830a3c8d19bfe80839b8e00e454,1345917519,40.613432,-87.035763
2019-05-19 0:18,3.69136E+13,fraud_Koepp-Parker,grocery_pos,202.87,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,fffc3f327fd409fd3589e740fc9ba6f5,1337386701,42.992845,-117.279424
2020-07-28 18:18,3.01318E+13,fraud_Feil-Morar,health_fitness,112.1,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,fffc342c10496324578c3a6843ff77c5,1375035496,35.002384,-85.091868
2020-07-25 2:15,3.00443E+13,fraud_Towne LLC,misc_pos,101.29,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,fffc30e15dd8bc168cbbda9de55a58cc,1374718513,25.688202,-80.980035
2020-12-07 22:57,3.52754E+15,fraud_Dare-Gibson,health_fitness,53.55,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,fffc234046c38e487e2a1e032d0350f9,1386457048,32.668308,-80.701149
2020-05-01 20:52,3.50097E+15,fraud_Zboncak LLC,food_dining,156.1,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,fffc1f7e50f61b3faaded0029e21c67b,1367441564,47.209233,-117.715076
2019-05-16 19:06,1.80031E+14,fraud_Connelly PLC,food_dining,78.14,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,fffc09cfe15c7aa66f3b01ada2dcf9eb,1337195217,29.915876,-89.063227
2019-12-21 3:54,6.01144E+15,fraud_Bradtke PLC,grocery_pos,169.3,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,fffc065a7b378a1f729f205a3dc0bfa6,1356062094,33.782791,-91.891005
2019-08-04 12:45,1.80048E+14,"fraud_Romaguera, Wehner and Tromp",kids_pets,51.41,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,fffbe0f2f13bd2458bca636f4e493835,1344084344,40.415807,-74.678913
2020-01-04 12:41,4.746E+12,"fraud_O'Connell, Botsford and Hand",home,14.98,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,fffbc68b251a8f9af64eece2fdab0bcd,1357303268,40.557622,-86.958633
2019-03-24 15:08,3.0273E+13,fraud_Bahringer Group,health_fitness,61.69,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,fffb858cecde69d20a6be261081e533b,1332601692,34.720964,-91.342321
2020-06-22 22:30,4.71656E+15,"fraud_Lesch, D'Amore and Brown",food_dining,3.1,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,fffb7de9404d8b47be4aa334471f3d26,1371940231,47.418656,-112.431209
2020-12-01 14:41,6.76373E+11,"fraud_Greenfelder, Bartoletti and Davis",misc_net,166.77,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,fffb7a6053dd894cf516ef36bf06a28d,1385908897,39.812642,-98.555326
2019-04-28 18:38,6.30452E+11,fraud_Kling-Ernser,entertainment,50.96,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,fffb2ea22060154de9d8d478a127bde8,1335638317,46.926432,-86.410682
2019-11-21 14:04,3.76445E+14,fraud_Langworth LLC,personal_care,70.84,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,fffb062d8ba8e2735cc553d12ef2ce4f,1353506669,41.27526,-102.107925
2020-12-26 17:31,3.70877E+14,"fraud_McCullough, Hudson and Schuster",food_dining,20.21,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,fffb03ad96e3a6b5ef73a0b48d98e563,1388079069,36.896608,-80.835965
2019-03-16 22:40,3.71226E+14,fraud_Waelchi-Wolf,kids_pets,22.16,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,fffafedf7c3ce19d3dac95e40ea7d2ad,1331937609,38.851164,-89.269425
2019-05-29 13:04,4.65388E+15,fraud_Johns Inc,entertainment,2.14,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,fffaf3dbf4a3ab4d24b5fd7f43beedee,1338296695,37.09893,-86.71455
2020-08-03 20:36,4.746E+12,"fraud_Jones, Sawayn and Romaguera",misc_net,74.82,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,fffaa33ba1ba3cc642abd9146f9d1998,1375562179,42.216559,-86.42226
2019-09-06 23:01,6.01165E+15,fraud_Effertz LLC,entertainment,29.07,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,fffa8bb05c07056fc658ef36e6274d6d,1346972478,37.769021,-93.353994
2019-10-15 14:18,3.53113E+15,fraud_Feil-Morar,health_fitness,1.61,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,fffa5554274a12b795880649389b1379,1350310696,42.911321,-72.830559
2019-07-20 21:29,6.01137E+15,"fraud_Labadie, Treutel and Bode",shopping_net,8.31,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,fffa4b972a0e78943a04a5fe7fcce644,1342819774,41.14251,-82.181358
2019-05-10 18:30,5.71365E+11,fraud_Mohr Inc,shopping_pos,2.5,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,fffa417bb4ce610b6d82bc79e2ac02c9,1336674636,44.81905,-85.966941
2020-10-20 15:30,3.0273E+13,fraud_Bernhard-Lesch,food_dining,4.5,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,fffa3159526af10f078351334cc9bb9e,1382283029,35.247911,-91.216862
2019-09-16 22:36,4.90885E+15,fraud_Graham and Sons,health_fitness,26.56,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,fffa15b344a68b8382340d72a2ed4947,1347834970,33.002524,-96.669549
2019-10-05 13:00,3.59622E+15,fraud_Schmidt-Larkin,home,47.71,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,fffa10925506ca33462bad65ff641650,1349442054,41.539707,-91.091325
2020-07-14 15:25,6.53844E+15,"fraud_Metz, Russel and Metz",kids_pets,5.21,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,fff9e8d70e66e022871c29b895d28cdf,1373815516,41.40582,-81.096043
2019-05-01 20:23,4.45237E+15,fraud_Hickle Group,shopping_pos,3.75,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978-03-04,fff9dd66cae656e72dbe55386e202eec,1335903834,31.642834,-96.460131
2019-07-15 16:15,6.53463E+15,"fraud_Cronin, Kshlerin and Weber",health_fitness,51.71,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,fff9cb5a2c9c51bd598e7cb1cbe4019d,1342368923,43.65306,-72.692097
2019-07-01 23:52,3.53374E+15,"fraud_Bahringer, Osinski and Block",food_dining,28.35,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,fff9bfff9e4ebe7c029a6ccef4f7c6df,1341186741,32.007785,-80.743263
2020-02-17 6:09,3.59074E+15,fraud_Hackett-Lueilwitz,grocery_pos,246.28,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,fff95647f567492ebbfe52f6ab76e39f,1361081397,34.540123,-92.378684
2019-10-16 15:13,5.54064E+15,"fraud_Bahringer, Bergnaum and Quitzon",home,39.31,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985-04-04,fff93950ef7454a2cddf3a7f17105465,1350400387,43.487045,-71.348824
2020-03-06 18:57,3.57643E+15,fraud_Spencer PLC,entertainment,269.33,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,fff933cdcecc0915c4368dc0aa4efb1c,1362596229,33.402883,-112.785044
2020-04-22 8:00,3.69136E+13,"fraud_Christiansen, Goyette and Schamberger",gas_transport,89.85,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,fff92c802eddd2689779d4faaa250fd1,1366617640,44.459711,-116.935884
2020-09-02 13:26,3.59622E+15,fraud_Dickinson Ltd,personal_care,11.6,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,fff8ea692bf67c5d47551c1765ebfe62,1378128391,41.694763,-92.860929
2019-09-05 5:02,3.58926E+15,fraud_Volkman Ltd,misc_net,2.05,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,fff8e0c5e12851d770a9c4062bf97f7d,1346821354,39.464522,-77.671984
2020-08-10 12:20,4.7973E+18,fraud_Wilkinson LLC,personal_care,4.31,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,fff89fa8ea52e42027084846333bce79,1376137239,39.030697,-87.067916
2019-08-19 13:01,2.25492E+15,fraud_Carroll PLC,health_fitness,173.87,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,fff852120e7d6b1874e098f2b3985949,1345381307,38.501268,-77.029427
2020-12-18 3:28,6.01189E+15,fraud_Doyle Ltd,grocery_pos,204.65,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,fff7d8190d0d425d4c63c826a1665a5b,1387337311,39.399136,-104.780141
2020-06-23 11:50,6.01189E+15,fraud_Zemlak Group,misc_net,89,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,fff7cceddaf4baef4a36a4b19bb731f7,1371988232,39.661202,-104.333564
2019-02-11 20:17,3.67227E+13,fraud_Stamm-Witting,shopping_net,2.1,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,fff7c74075654b37a3e89613b4e00789,1328991443,32.585116,-111.52347
2019-03-30 21:05,4.17069E+15,fraud_Fadel Inc,health_fitness,115.78,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,fff7c425e947388c9462f75333e734f6,1333141533,35.344399,-97.166718
2019-06-02 4:06,4.18183E+18,fraud_Miller-Harris,misc_net,1188.25,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,fff771f17328ddabc7785f9a0f060812,1338609991,36.683834,-105.48583
2020-07-12 22:30,3.5677E+15,"fraud_Osinski, Ledner and Leuschke",grocery_pos,50.34,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1998-07-29,fff76fe5f857ce4b3415c88ed175b3c1,1373668226,42.385718,-74.496359
2019-05-15 2:48,6.01169E+15,"fraud_Streich, Hansen and Veum",gas_transport,92.52,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,fff76a10a237a85223effa16b9408e91,1337050081,45.989656,-93.866982
2019-08-12 14:43,6.53844E+15,fraud_Little-Gleichner,travel,4,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,fff755a2e061791dfb1f541b37b0bec1,1344782596,40.698645,-81.03296
2019-03-07 21:16,3.54116E+15,fraud_Wilkinson Ltd,entertainment,59.6,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,fff732d9f27e622f1823df67c62d5f28,1331154997,39.263578,-89.496379
2019-11-23 16:58,4.79263E+18,fraud_Mayert Group,shopping_pos,5.16,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,fff71e3670a2f27d86c4a76f1a4d0e0a,1353689924,38.931037,-94.62992
2019-07-06 21:33,3.72509E+14,"fraud_O'Reilly, Mohr and Purdy",home,12.15,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,fff718a8f77c42c85b17aa67253959da,1341610436,42.120891,-84.380106
2019-03-17 17:13,4.93998E+15,fraud_Klein Group,entertainment,295.62,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,fff6f570e884afe8f4e501cc088040c6,1332004394,26.947765,-99.543891
2019-09-10 17:00,4.18183E+18,fraud_Prosacco LLC,personal_care,30.71,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,fff6edbb20d2655b667c840eec832821,1347296428,37.152208,-106.276488
2020-03-15 20:28,3.54359E+15,"fraud_Nienow, Barrows and Romaguera",personal_care,9.85,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1972-10-04,fff6ddcc0c527b177ee15f46e09ab7fe,1363379338,41.271058,-78.69016
2019-10-26 10:33,4.90663E+18,"fraud_Connelly, Reichert and Fritsch",gas_transport,61.41,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987-02-13,fff6d1e640627b199f840b6cf3e920b6,1351247632,24.37977,-81.885966
2019-09-04 22:44,3.00443E+13,fraud_Reilly LLC,home,187.94,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,fff6aeef4742b6222ec7d6be2d2a34d7,1346798657,27.188833,-81.835094
2019-07-15 8:24,3.57579E+15,fraud_Kiehn Inc,grocery_pos,107.33,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,fff6a914068fb1001c7ca99ca89e3b7e,1342340689,38.423511,-93.241608
2020-09-29 16:14,3.8052E+13,fraud_Jast-McDermott,shopping_pos,4.08,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,fff6a7bd7765c93e86696f2d661074a8,1380471254,31.204798,-95.576337
2019-10-13 14:07,1.80036E+14,fraud_Feil-Morar,health_fitness,57.47,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,fff67e6aef491fc8a014216fa2767a6f,1350137236,43.242385,-91.203485
2019-10-06 19:29,3.59822E+15,"fraud_O'Reilly, Mohr and Purdy",home,35.69,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,fff5fbdf3ad6bbef673986b54d871a73,1349551752,40.64376,-74.486434
2020-08-01 9:40,2.72043E+15,"fraud_Schaefer, Maggio and Daugherty",gas_transport,58.43,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,fff5f19b461af33086a7a3d1ca725727,1375350047,44.784501,-69.778369
2020-07-05 21:09,3.51823E+15,fraud_Medhurst Inc,home,8.96,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1970-09-11,fff5e1b2ec7235dde26918417c1e5a3f,1373058584,33.520078,-97.409609
2020-07-13 2:07,4.86131E+18,fraud_McDermott-Rice,misc_pos,43.1,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,fff5e184bf9a4b0d5ba3b4e036feba01,1373681233,30.711064,-90.34391
2020-04-13 16:36,4.00399E+15,fraud_Conroy-Emard,food_dining,2.77,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,fff58a9c3c7417888163591dc323784a,1365871003,34.283542,-86.908081
2020-01-22 9:41,1.80031E+14,fraud_Emmerich-Luettgen,grocery_net,49.41,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,fff55dfead9f545b1cc817f02941e72a,1358847680,31.229568,-88.180937
2019-03-31 1:19,6.30452E+11,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,81.48,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,fff54a99f8df84fa9168c8f1ee685845,1333156790,46.447247,-86.819876
2020-11-18 5:21,2.25492E+15,fraud_Bernhard Inc,gas_transport,54.37,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,fff4c9c7fe66c577d8a7632bbd119e1c,1384752092,37.218693,-76.514111
2020-07-13 17:52,1.80048E+14,"fraud_Langworth, Boehm and Gulgowski",shopping_net,2.62,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,fff497d7ae433b431304e2ea8c7bfe40,1373737956,39.992759,-73.656342
2019-05-22 22:50,4.00568E+15,fraud_Hudson-Grady,shopping_pos,2.86,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,1994-05-31,fff45c15b9ff9b4a6ed837d690ac7733,1337727030,29.969177,-91.132363
2020-12-13 16:01,3.02704E+13,fraud_Kub PLC,personal_care,40.59,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,fff4201e1c250f5097e99728700d9f1e,1386950500,41.571337,-91.300815
2020-12-12 15:26,3.77027E+14,fraud_McDermott-Rice,misc_pos,5.46,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974-10-27,fff400424bf4ded8fabc78232db7591f,1386862002,37.00481,-90.470254
2020-07-06 20:46,3.58929E+15,"fraud_Lang, Towne and Schuppe",kids_pets,13.71,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,fff3e6eb840b6af0910b638e83b27fe6,1373143606,43.729258,-96.815286
2019-11-19 17:54,4.64226E+15,fraud_Cruickshank-Mills,entertainment,44.42,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,fff3da76521624c476e7dba56b652826,1353347645,39.498726,-109.008496
2020-12-26 1:08,3.67227E+13,fraud_Rodriguez Group,gas_transport,56.97,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,fff3a118143f359f05b2e2bd5556760b,1388020135,32.785988,-111.984875
